02.33	-0.055410076	-0.147308752	0.015347064	0.094353005	-0.038847905	-0.175686300	-0.245285153	0.061700277	-0.172830254	0.112754002	0.189927951	-0.130104110	0.076639339	0.053642243	-0.071664989	-0.065236017	0.205149040	-0.083487794	0.085255124	0.089971922	0.217562780	-0.066849977	0.139486954	0.332831264	0.075205289	-0.083278000	-0.008270117	0.096413389	0.006575583	0.036190685
48.43	0.259874642	0.047365244	0.103734672	-0.068769969	-0.013835717	0.245677978	-0.094368368	0.416153997	0.032968298	-0.181005701	0.033968069	0.065234326	-0.018572940	-0.003348047	0.242586330	-0.115006402	-0.137954801	-0.085956603	-0.071470387	0.174001127	0.060126279	0.048665769	-0.040799916	0.213714570	0.350619286	0.201364487	-0.134028226	-0.018605396	-0.200375989	-0.028024908
78.84	-0.005172594	0.051854074	0.139834598	0.234742478	0.078708544	-0.018652538	-0.131238803	-0.074114941	0.003057803	0.119293906	0.155492648	-0.077446997	0.002288892	-0.121528864	-0.164855391	-0.243224591	-0.096596964	0.067444742	-0.002941747	0.190267950	-0.005046867	-0.082643755	0.044340789	-0.167574570	-0.094517834	0.006440326	0.005896818	0.170053780	-0.071581706	0.253573030
80.09	0.053309210	0.169444814	-0.059924867	-0.064905800	-0.127133846	0.053571835	-0.040037237	-0.147519097	-0.050776016	0.072029002	0.170883253	0.122189000	-0.284000099	0.282573998	-0.114408173	-0.186494693	-0.201332346	0.045383256	0.114853844	-0.010383530	0.105365418	-0.062808521	-0.005423272	0.137572855	0.021846818	-0.022480357	-0.141823918	0.090436138	0.046604734	0.111757338
42.62	0.111030124	-0.160309687	-0.122030407	0.002983565	-0.075460061	-0.267478436	-0.210716218	0.058303080	-0.011141213	0.096436813	-0.079442203	0.116497502	-0.037556708	-0.025774311	0.051959585	-0.282905966	0.024969419	-0.237095907	-0.158074856	-0.010927848	0.126821175	0.097352132	0.200668782	0.205767021	-0.130336553	-0.201915264	0.196017906	-0.090976074	0.200623304	-0.164319977
16.9	0.198985741	-0.124450102	-0.053643778	-0.357848972	0.123709872	-0.051176142	0.003319203	0.097669974	-0.345265090	0.121338129	-0.232016891	-0.071119070	0.055079699	0.011995140	0.035004433	0.114510894	-0.167939246	-0.026841668	0.083423696	-0.007696261	-0.189808503	0.240671188	-0.394591391	-0.177401796	-0.086313359	0.150575250	0.058950789	-0.043391310	-0.468206495	0.200069144
37.26	-0.107833892	0.053208914	-0.025738688	-0.127707303	-0.036513112	-0.012542650	0.015959857	-0.253848732	0.182183221	-0.149837941	-0.129837483	0.166559339	-0.024981251	-0.013238635	-0.108107895	0.222096056	-0.075416423	-0.243085220	0.373138398	-0.083926909	0.146645874	-0.021719133	0.244001076	0.104878962	0.120078854	0.049554862	-0.073643871	-0.135895640	0.291928649	0.112097949
46.64	-0.016706292	-0.128740966	0.167734310	0.400474876	-0.303089380	0.123395815	0.052732401	-0.316029936	0.104700685	-0.168057576	0.153790295	-0.218075857	-0.184147850	0.200962991	-0.133289307	0.170553744	0.236894727	0.173957065	-0.074631549	0.064122744	0.119836010	-0.048514660	0.035289835	0.084827311	-0.135246933	-0.087014586	-0.100220583	-0.138956428	-0.281965673	-0.064015239
88.26	0.034939304	-0.031142965	0.021831205	0.115042329	0.203254625	0.155986339	0.032969534	-0.024458684	-0.133285701	-0.055415306	-0.071579069	0.144308791	-0.016105196	-0.176350996	0.138734505	0.092463367	-0.096008569	-0.197460577	0.160455033	-0.087934792	-0.081468932	0.224336326	0.113647521	-0.085699610	0.104269572	-0.086533085	-0.276283711	-0.086117670	-0.032477207	0.058270287
33.3	0.149826750	-0.018959980	-0.320508063	-0.181076899	-0.050224964	-0.127250254	-0.077571727	-0.022802662	-0.199092865	-0.053142380	-0.170888200	-0.290715188	-0.001647001	-0.059866689	-0.012864392	-0.059621096	-0.051284872	-0.230451092	0.074465878	-0.018094162	0.241371900	0.068279982	0.053727418	-0.161474168	-0.098834105	-0.167681739	0.253770947	0.226600394	0.411741704	0.330604613
81.83	0.241936326	-0.090912692	0.116084799	-0.110826306	0.079891421	-0.281896651	0.091301776	-0.027756197	-0.236279488	-0.119833373	0.067401513	-0.179222196	-0.018795298	0.338744611	-0.276120067	-0.062126987	-0.053266317	-0.018624274	0.000898322	0.060411550	0.305908412	-0.187109709	0.050829586	0.036684442	-0.063613541	-0.193144232	-0.097736068	0.295784652	0.003966240	-0.066160612
79.21	0.277348399	0.107249863	-0.075453520	-0.052673921	-0.233607933	0.049753897	-0.046441216	0.094065353	0.083960295	0.394985676	0.122510366	-0.006302105	-0.016537201	0.024479119	0.192987069	0.141976878	0.051578816	0.287183166	0.018386269	-0.095666379	-0.007163098	0.270339459	-0.200101212	-0.020634122	-0.121078432	0.234012440	-0.105471320	0.000076044	0.192649633	0.146912888
19.5	-0.019848105	0.087053016	0.094400175	0.048313051	-0.255051345	-0.043645758	-0.347177655	0.170757562	-0.058540251	-0.301821053	0.013886248	0.106623031	-0.312741965	-0.037847735	-0.050179895	0.207783937	0.044249725	0.127516016	-0.353840500	0.081759609	-0.110269234	-0.153105780	-0.070588872	-0.211301997	-0.106665902	-0.009282657	-0.013450713	0.173881456	0.110995822	-0.019113716
39.61	-0.206822827	-0.153612316	-0.170022056	-0.141237989	-0.096543312	0.084695369	-0.115774952	-0.020110693	0.134707078	-0.320906550	-0.128377527	0.059892278	0.296714813	-0.248721495	-0.214321896	0.138625175	0.000479774	-0.037939116	0.103879794	-0.041019451	0.065034747	0.114200071	-0.074521936	-0.026914431	0.113946646	-0.013140258	-0.025618551	0.119922578	-0.013739238	0.028936733
96.58	0.207584217	-0.055511024	-0.025688624	-0.065708816	-0.135977834	-0.122870356	0.019524356	-0.104061820	0.004349736	-0.124506265	0.242411688	-0.106351748	-0.033289924	0.009157765	0.232882693	-0.269889146	0.222226620	0.261329085	0.018804701	-0.296401113	-0.047668640	0.112956941	-0.050531629	0.194059029	0.018467871	-0.195566088	-0.274546236	-0.143840626	-0.000254579	0.217485771
71.79	0.085385419	0.023197394	0.215578675	0.144864455	-0.128225908	-0.273258775	-0.009507831	-0.064699881	-0.274655402	0.163289249	0.106256016	0.123433672	0.158351019	-0.024657289	0.076673813	0.129136771	0.200451121	0.093015656	-0.198326930	-0.031507414	-0.018039411	0.100505248	-0.002450609	-0.111296564	0.037491515	0.074031681	-0.160836339	-0.019754732	0.008771956	-0.032786272
